1	40544.00	0.000370	25508.0297413113	64.23099	54.89628	2.4334717	37869.78
2	40544.258	0.001680	25508.1379540299	64.700134	-159.44492	-129.39148	3288.9062
3	40544.25	0.001620	25508.1345986002	64.53174	179.31541	-123.826904	8322.375
4	40544.258	0.000580	25508.1379540299	64.55199	157.49124	-120.476074	13533.25
5	40544.164	0.000470	25508.0985277171	64.86545	137.53098	-142.2345	18321.312
6	40544.266	0.000620	25508.1413094593	64.21278	113.4323	138.80676	23836.906
7	40544.26	0.001390	25508.1387928873	64.54049	94.01379	-123.17871	28749.75
8	40544.203	0.001780	25508.1148854463	64.54787	73.89215	-95.51514	33565.03
9	40544.46	0.001610	25508.2226785563	63.99203	176.14998	-155.0885	37807.875
10	40543.78	0.001820	25507.9374667188	65.074524	-31.552391	166.86584	1530.8438
11	40543.914	0.001310	25507.9936703541	64.215195	-54.36533	-143.48145	6817.1562
12	40543.938	0.001280	25508.0037366703	64.72897	-74.458466	-73.00415	11609.6875
13	40543.727	0.000360	25507.9152369056	64.67113	-96.86011	117.03186	16838.406
14	40543.90	0.000770	25507.9877983354	64.447105	-117.09606	-118.34473	21853.406
15	40543.906	0.000990	25507.9903149149	64.65962	-137.88477	-92.510376	26839
16	40544.105	0.002470	25508.0737813989	64.271324	-160.50407	11.755371	31969.406
17	40543.98	0.000920	25508.0213527189	65.39914	-52.07571	-171.61194	35039.594
18	40543.96	0.001080	25508.0129641250	65.65578	-72.22223	-17.814331	39890.25
19	40543.758	0.000270	25507.9282392503	65.876526	78.34591	140.35034	4152.0625
20	40543.902	0.000790	25507.9886371952	65.88872	55.343113	-5.0811768	9677.3125
21	40544.086	0.000700	25508.0658122430	65.596725	31.801815	166.5802	14979.75
22	40544.203	0.002430	25508.1148854463	65.78281	9.279499	0.3515625	20443.438
23	40544.324	0.000450	25508.1656363164	65.76581	-14.239998	104.84802	26056.312
24	40544.22	0.001070	25508.1220157369	65.77559	-32.908344	81.14502	30533.031
